Vurderings Id;Vitenskapelig navn;Norsk navn;Kategori;Kriterier;Latinsknavn Id;Norge/Svalbard;Ekspertgruppe;Påvirkningsfaktorer;Naturtyper,,,,,,,,,,,,
"N/99670;Carex laxa;finnmarksstarr;NT;""B2a(i)"";99670;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag;Fl | V,,,,,,,,,,,,";;;;;;;;;
"N/102049;Trifolium campestre;krabbekløver;NT;""A4(a,c)";" B2b(ii,iii,iv,""v)""""";102049;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Ky | B | SM"",,,,,,,,";;;
"N/102427;Euphrasia scottica;skotsk øyentrøst;NT;""A4(a)"";102427;N;Karplanter;;SM | Ky | V,,,,,,,,,,,,";;;;;;;;;
"N/100474;Carlina vulgaris;stjernetistel;NT;""A4(b,c)";" B2b(ii,iii,iv,""v)""""";100474;N;Karplanter;"Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Industri/næringsutbygging | Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning > Boligbebyggelse/boligutbygging";B | S | Ko,,,,,,;;;
"N/99713;Carex punctata;prikkstarr;NT;""A4(c); B2b(i,ii,iii,""iv)""""";99713;N;Karplanter;Påvirkning på habitat > Habitatpåvirkning på ikke landbruksarealer (terrestrisk) > Utbygging/utvinning | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"F"",,,,,,,,,";;;;
"N/99354;Potamogeton friesii;broddtjernaks;NT;""B2b(iii)"";99354;N;Karplanter;;L,,,,,,,,,,,,";;;;;;;;;
"N/100241;Sparganium gramineum;sjøpiggknopp;NT;""B1a(ii)b(iii)+2a(ii)b(iii)"";100241;N;Karplanter;Forurensing > I vann > Næringssalter og organiske næringstoffer;L,,,,,,,,,,,,";;;;;;;;;
"N/103190;Thalictrum simplex simplex;smalfrøstjerne;NT;""A4(a,""c)""""";103190;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"B | SM"",,,,,,,,,,,";;;;
"N/103239;Alchemilla plicata;buttmarikåpe;NT;""A4(c); B2b(ii,iii,iv,""v)""""";103239;N;Karplanter;Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"SM | Ko"",,,,,,,,,";;;;
"N/99972;Cinna latifolia;huldregras;NT;""A4(a,""c)""""";99972;N;Karplanter;"Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Flatehogst | Påvirkning på habitat > Landbruk > Skogbruk/avvirkning > Skogsbilveier | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite | Påvirkning på habitat > Habitatpåvirkning - ikke jord- eller skogbruksaktivitet (terrestrisk) > Utbygging/utvinning > Infrastruktur (veier"", broer, flyplasser mm.) | Påvirkning på habitat > Habitatpåvirkning i limnisk miljø > Oppdemming/vannstandsregulering/overføring av vassdrag";Fl | S,,,,,,,,,;;;;
"N/99636;Carex cespitosa;tuestarr;NT;""A4(c); B2b(ii,iii,""iv)""""";99636;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Skogreising/treplantasjer > Drenering (grøfting) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"Fl | SM | V"",,,,,,,,,,";;;;
"N/99363;Potamogeton rutilus;stivtjernaks;NT;""B2a(i)"";99363;N;Karplanter;;L,,,,,,,,,,,,";;;;;;;;;
"N/99655;Carex fuliginosa misandra;dubbestarr;NT;""A4(c)"";99655;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;V | A,,,,,,,,,,,,";;;;;;;;;
"N/102443;Odontites litoralis;strandrødtopp;NT;""A4(a,""c)""""";143512;N;Karplanter;"Påvirkning på habitat > Habitatpåvirkning i marine miljø > Mudring"", dumping og utfyllinger i strandsonen (inkl. moloer og havneanlegg) | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Slått | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite";F,,,,,,,,,,;;;;
"N/101185;Draba alpina;gullrublom;NT;""A4(c)"";101185;N;Karplanter;Klimatiske endringer > Regionale > Temperaturendring;A | I,,,,,,,,,,,,";;;;;;;;;
"N/102008;Ononis arvensis;bukkebeinurt;NT;""A4(a,""c)""""";102008;N;Karplanter;Påvirkning på habitat > Landbruk > Jordbruk > Oppdyrking | Påvirkning på habitat > Landbruk > Opphørt/redusert drift > Beite;"F | Ky | Å | SM"",,,,,,,,,,,";;;;
"N/99901;Arctagrostis latifolia;russegras;NT;""A4(a,""c)";" B1a(ii)b(iii)+2a(ii)b(iii)""""";99901;N;Karplanter;Påvirkning fra stedegne arter > Påvirker habitatet (beite tråkk mm.) | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Tråkk | Påvirkning på habitat > Landbruk > Buskap/dyrehold > Beite;"V"",,,,,,,,,,,";;;
