Taxon Id;Species name;Scientific name;Species group;Category;Sightings;Landscape type;Red List Category;Red List Criterion
232135;sydäppelros;Rosa micrantha;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;D
1401;pimpinellros;Rosa spinosissima;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;RE;
1400;flikros;Rosa tomentella;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;"B2a; D1"
1912;filtros;Rosa tomentosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;D
1398;västkustros;Rosa inodora;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;EN;D
1403;skånebjörnbär;Rubus axillaris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;D1
223133;banbjörnbär;Rubus bifrons;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;B1ab(iv,v)+2ab(iv,v)
267005;ugglarpsbjörnbär;Rubus cordatiformis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;D1
1404;karakåsbjörnbär;Rubus dasyphyllus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
1913;fintandat björnbär;Rubus decurrentispinus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;D1
1914;bohusbjörnbär;Rubus dissimulans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
1405;glansbjörnbär;Rubus divaricatus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;D1
223143;engelskt björnbär;Rubus echinatus;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
1915;slätbjörnbär;Rubus eluxatus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;D1
1916;borstbjörnbär/uddbjörnbär;Rubus fabrimontanus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
232136;slokbjörnbär;Rubus flaccidifolius;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
235139;franskt björnbär;Rubus gillotii;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;CR;D
235138;knölbjörnbär;Rubus horrefactus;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;CR;D
1922;naggbjörnbär;Rubus lamprocaulos;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;D1
1924;bergumsbjörnbär;Rubus loehrii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;D
223168;bergbjörnbär;Rubus montanus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;EN;D
1413;grönbladsbjörnbär;Rubus muenteri;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;D1
267006;buerabjörnbär;Rubus onsalaensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
6005228;mollösundsbjörnbär;Rubus oredssonii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;D1
1411;blomsterbjörnbär;Rubus polyanthemus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;D1
267009;onsalabjörnbär;Rubus polybracteatus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
1926;hallonbjörnbär;Rubus pruinosus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
1412;pyramidbjörnbär;Rubus pyramidalis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
267008;rydetbjörnbär;Rubus rugulosus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
1928;skuggbjörnbär;Rubus sciocharis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
1410;åsljungabjörnbär;Rubus scissoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;D1
1414;nålbjörnbär;Rubus scissus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;D1
1415;nordbjörnbär;Rubus septentrionalis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;D1
256553;kilbjörnbär;Rubus silvaticus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;D
267007;söndrumsbjörnbär;Rubus soendrumensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
264501;steningebjörnbär;Rubus sordirosanthus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;D1
1416;sprengelsbjörnbär;Rubus sprengelii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;D1
232137;grovtaggigt björnbär;Rubus steracanthos;kärlväxt;Art;0;Jordbrukslandskap (J) - Har betydelse, Skog (S) - Har betydelse;EN;"B1ab(iii,v)+2ab(iii,v); D"
1417;västerviksbjörnbär;Rubus vestervicensis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;CR;D
1418;rundbladsbjörnbär;Rubus vestitus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;D1
1419;smålandsbjörnbär;Rubus vigorosus;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Skog (S) - Har betydelse;CR;"B1ab(iii,v)+2ab(iii,v); C2a(i); D"
1930;polabiskt björnbär;Rubus walsemannii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;D1
6035014;bjärebjörnbär;Rubus wendtii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;D1
223985;smal ängssyra;Rumex acetosa var. serpentinicola;kärlväxt;Varietet;0;Skog (S) - Stor betydelse;NT;
223989;sandsyra;Rumex acetosella subsp. arenicola;kärlväxt;Underart;0;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(v)
1420;dikesskräppa;Rumex conglomeratus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"A2b; B2ab(ii,iii,v)"
220818;rödnörel;Sabulina rubella;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;"B2ab(ii,iii,v); D1"
1059;sandnörel;Sabulina viscosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;"B1ab(iv,v)+2ab(iv,v); C2a(i,ii); D"
1429;fältnarv;Sagina apetala;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,iii,iv,v)
1431;tuvnarv;Sagina caespitosa;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
220900;strandnarv;Sagina maritima;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;NT;A2b
220906;sylnarv;Sagina subulata;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2b
220897;normansnarv;Sagina normaniana;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,v)
219606;pilblad;Sagittaria sagittifolia;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2bc
220908;glasört;Salicornia europaea;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;NT;"A3e; B2ab(ii,iii,iv,v)"
1931;daggvide;Salix daphnoides;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse, Sötvatten (L) - Har betydelse;VU;B2ab(iii,v)
1932;källblekvide;Salix hastata subsp. vegeta;kärlväxt;Underart;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"A2b; B2ab(ii,iii,v); C1+2a(i)"
1432;ängssalvia;Salvia pratensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"C1; D1"
1433;kranssalvia;Salvia verticillata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii,v)
1447;fjällbrud;Saxifraga cotyledon;kärlväxt;Art;0;Skog (S) - Stor betydelse, Fjäll (F) - Har betydelse;NT;B2a
1448;myrbräcka;Saxifraga hirculus;kärlväxt;Art;0;Våtmark (V) - Stor betydelse;NT;B2ab(ii,iii,iv)
1449;hällebräcka;Saxifraga osloensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;A2ab
1934;oppdalsbräcka;Saxifraga opdalensis;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1+2
1450;luktvädd;Scabiosa canescens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B1ab(iii)+2ab(iii)
1451;nålkörvel;Scandix pecten-veneris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(ii,iii,iv,v)
1464;bågsäv;Scirpus radicans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B2a
1471;kasgräs;Scolochloa festucacea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B1ab(iii,v)+2ab(iii,v)
220299;svinrot;Scorzonera humilis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2b
221816;strandflenört;Scrophularia umbrosa;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;CR;D
1473;småfrossört;Scutellaria minor;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Våtmark (V) - Har betydelse;EN;B1ab(iii)
1477;engelsk fetknopp;Sedum anglicum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B1a+2a
1478;klibbig fetknopp;Sedum villosum;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;"B2a; D1"
219716;krusfrö;Selinum carvifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2b
220320;ängsskära;Serratula tinctoria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;A2bc+4abc
219719;säfferot;Seseli libanotis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1936;kavelhirs;Setaria viridis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;A2b
1491;åkermadd;Sherardia arvensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)
1492;ängssilja;Silaum silaus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;"B1ab(v)+2ab(v); C2a(i,ii); D"
224047;dvärgrödblära;Silene dioica var. serpentinicola;kärlväxt;Varietet;0;Skog (S) - Stor betydelse;VU;D1
1495;kal rödblära;Silene dioica var. smithii;kärlväxt;Varietet;0;Skog (S) - Stor betydelse;VU;D1+2
231011;polarblära;Silene involucrata;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;"B1a+2a; D2"
1507;röd nattskatta;Solanum villosum subsp. miniatum;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;RE;
6037533;garderönn;Sorbus atrata;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D1+2
6037532;bungerönn;Sorbus faohraei;kärlväxt;Art;0;Skog (S) - Stor betydelse;CR;"B1ab(v)+2ab(v); C1+2a(i,ii); D"
1508;norskoxel;Sorbus obtusifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
6037534;avarönn;Sorbus teodori;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
222685;flotagräs;Sparganium gramineum;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;VU;A2b
224063;sydspärgel;Spergula arvensis subsp. arvensis;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
1511;jättespärgel;Spergula arvensis subsp. maxima;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;RE;
141;luddmålla;Spirobassia hirsuta;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;RE;
1523;åkersyska;Stachys arvensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv)
224068;strandsumparv;Stellaria crassifolia var. minor;kärlväxt;Varietet;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"B2ab(i,ii,iii,iv,v); C2a(i)"
1529;finnstjärnblomma;Stellaria fennica;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;CR;B1ab(i,ii,iii,v)
1528;polarstjärnblomma;Stellaria longipes;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1+2
1537;fjädergräs;Stipa pennata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;B1ab(v)
1905;slidnate;Stuckenia vaginata;kärlväxt;Art;0;Brackvatten (B) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B2ab(iii,v)
220966;saltört;Suaeda maritima;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;NT;"A3e; B2ab(ii,iii,iv,v)"
230614;bohusmaskros;Taraxacum abietifolium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;VU;D1
1734;sydmaskros;Taraxacum austrinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;EN;D
266268;bayersk maskros;Taraxacum bavaricum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;CR;D
230712;toppmaskros;Taraxacum biformatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;C2a(i)
6038687;Boldts maskros;Taraxacum boldtii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;DD;
230558;enaremaskros;Taraxacum boreiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;DD;
230562;sorgmaskros;Taraxacum canaliculatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;C2a(i)
6007530;plumpmaskros;Taraxacum conspersum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
1545;jämtlandsmaskros;Taraxacum crocodes;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;NT;B2ab(ii,iii,iv,v)
235021;Dahls maskros;Taraxacum dahlii;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
230675;brokmaskros;Taraxacum dilutisquameum;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
1947;glappmaskros;Taraxacum discretum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;EN;C2a(i)
230623;solmaskros;Taraxacum dissimile;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;CR;C2a(i)
1752;svarttandad maskros;Taraxacum duplidentifrons;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;C2a(i)
1753;smalfjällig strandmaskros;Taraxacum egregium;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2ab(ii,iii,iv,v)
1754;bredskaftad fläckmaskros;Taraxacum euryphyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;C2a(i)
230676;habomaskros;Taraxacum excellens;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;B1ab(iii,v)
230971;tröndelagsmaskros;Taraxacum eximium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;EN;D
230659;mörk ängsmaskros;Taraxacum fusciflorum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;D1
230567;droppmaskros;Taraxacum guttulatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
230629;karelsk maskros;Taraxacum isthmicola;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
230599;frösömaskros;Taraxacum jemtlandicum;kärlväxt;Art;0;Fjäll (F) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;DD;
230798;Kjellmans maskros;Taraxacum kjellmanii;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;EN;"B2ab(i,ii,iv,v); C2a(i)"
230571;parvelmaskros;Taraxacum laceratum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
230663;stor ängsmaskros;Taraxacum lamprophyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;C2a(i)
6007531;smal fläckmaskros;Taraxacum lentiginosum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;"C2a(i); D"
244151;hagmaskros;Taraxacum lepidum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;CR;D
230635;slickmaskros;Taraxacum linguatifrons;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
1948;slätmaskros;Taraxacum lissocarpum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;CR;C2a(i)
1757;liten kärrmaskros;Taraxacum litorale;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;"B2ab(ii,iii,iv,v); C2a(i)"
1758;fläckmaskros;Taraxacum maculigerum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;VU;C2a(i)
230592;svartstiftsmaskros;Taraxacum melanostylum;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;DD;
230638;pyttemaskros;Taraxacum microlobum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;C2a(i)
230841;kopparmaskros;Taraxacum molybdolepis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;"C2a(i); D"
230679;sickelmaskros;Taraxacum naevosiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;D1
230851;fetmaskros;Taraxacum obtusilobum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;CR;"B1ab(iii,v)+2ab(iii,v); C2a(i,ii); D"
230859;sländmaskros;Taraxacum onychodontum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;C2a(i)
244092;murmaskros;Taraxacum pallidilateritium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;DD;
230868;rännmaskros;Taraxacum pannulatum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;CR;C2a(i)
230874;honungsmaskros;Taraxacum persimile;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
230640;blymaskros;Taraxacum plumbeum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;"C2a(i); D"
1546;gotlandsmaskros;Taraxacum polium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;RE;
1760;kvällsmaskros;Taraxacum praestans;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;VU;C2a(i)
230886;slåttermaskros;Taraxacum praticola;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;DD;
244090;nabbmaskros;Taraxacum prionum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;D1
230665;pudermaskros;Taraxacum pruinatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;D
1949;sankmaskros;Taraxacum pseudosuecicum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;CR;C2a(i)
230975;järvmaskros;Taraxacum purpuridens;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;DD;
230898;puckelmaskros;Taraxacum pycnolobum;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse;EN;"B2ab(i,ii,iv,v); C2a(i)"
230581;gluggmaskros;Taraxacum remotilobum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;C2a(i)
230644;fårmaskros;Taraxacum retroversum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;VU;D1
1950;skevmaskros;Taraxacum ruberulum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;"C2a(i); D"
230584;auroramaskros;Taraxacum rubidipes;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;C2a(i)
230908;saltmaskros;Taraxacum rubrisquameum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;C2a(i)
230607;randmaskros;Taraxacum rubrolineatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;CR;C2a(i)
230647;lärkmaskros;Taraxacum saphycraspedum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;D
230668;spikmaskros;Taraxacum spiculatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;DD;
1952;österlensmaskros;Taraxacum stellare;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
230688;flottmaskros;Taraxacum subalpinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;CR;D
6005232;drentemaskros;Taraxacum subericinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;D
230588;filtmaskros;Taraxacum subintegrum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;"C2a(i); D"
6005233;skottlandsmaskros;Taraxacum subnaevosum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;RE;
1953;lapplandsmaskros;Taraxacum tornense;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Fjäll (F) - Har betydelse, Urban miljö (U) - Har betydelse;NT;"B2ab(ii,iii,iv,v); D1"
230655;skruvmaskros;Taraxacum tortilobum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
230960;spretmaskros;Taraxacum undulatiforme;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;DD;
1750;västgötamaskros;Taraxacum vestrogothicum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;"C2a(i); D"
230656;stenmaskros;Taraxacum xerophilum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;D1
1724;fältnocka;Tephroseris integrifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(i); D"
1723;kärrnocka;Tephroseris palustris;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Sötvatten (L) - Har betydelse;CR;"C2a(i,ii); D"
222929;backruta;Thalictrum simplex;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2b
224938;vanlig backruta;Thalictrum simplex subsp. simplex;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2bc+4abc
2076;smalruta;Thalictrum simplex subsp. tenuifolium;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;VU;"A2b; C1+2a(i)"
1560;spindelört;Thesium alpinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,v)
1562;stortimjan;Thymus pulegioides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2b
221849;backtimjan;Thymus serpyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A4abc
