Taxon Id;Species name;Scientific name;Species group;Category;Sightings;Landscape type;Red List Category;Red List Criterion
776;gulkronill;Hippocrepis emerus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B1ab(iii,v)+2ab(iii,v)
264450;äkta gulkronill;Hippocrepis emerus subsp. emerus;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B1ab(iii,v)+2ab(iii,v)
777;ishavshästsvans;Hippuris tetraphylla;kärlväxt;Art;0;Brackvatten (B) - Stor betydelse, Havsstrand (H) - Stor betydelse;CR;B1ab(ii,iii,v)+2ab(ii,iii,v)
778;fågelarv;Holosteum umbellatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iv,v)
783;skogskorn;Hordelymus europaeus;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B2ab(iii,v)
784;ängskorn;Hordeum secalinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;EN;B1ab(ii,iii,v)c(iv)+2ab(ii,iii,v)c(iv)
223438;bolmört;Hyoscyamus niger;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
836;dvärgjohannesört;Hypericum humifusum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(i,ii,iii,v); C2a(i)"
221978;bergjohannesört;Hypericum montanum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
837;hedjohannesört;Hypericum pulchrum;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B1ab(i,ii)+2ab(i,ii)
1887;kärrjohannesört;Hypericum tetrapterum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;NT;B2ab(iii,v)
853;åkerfibbla;Hypochaeris glabra;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv)
220204;slåtterfibbla;Hypochaeris maculata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;A2b
872;järnek;Ilex aquifolium;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
220207;brunkrissla;Inula conyzae;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
886;svärdkrissla;Inula ensifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(iii,v)+2ab(iii,v)
888;dansk iris;Iris spuria;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;VU;B1ab(ii,iii,v)+2ab(ii,iii,v)
1463;flytsäv;Isolepis fluitans;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;A2b
1465;borstsäv;Isolepis setacea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;B2ab(iii,iv,v)
1935;vattenstånds;Jacobaea aquatica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;VU;"B2ab(iii,v); C1+2a(i)"
1487;flikstånds;Jacobaea erucifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;"B1ab(i,ii,iii,v)+2ab(i,ii,iii,v); C2a(ii)"
1490;gullstånds;Jacobaea paludosa;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;B1ab(iii,iv,v)+2ab(iii,iv,v)
892;svarttåg;Juncus anceps;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;CR;B1ab(iv,v)
893;huvudtåg;Juncus capitatus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;B2ab(ii,iii,iv,v)
235011;strimtåg;Juncus foliosus;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;VU;D1
222539;dvärgtåg;Juncus pygmaeus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;RE;
222541;borsttåg;Juncus squarrosus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;NT;A2b
902;spjutsporre;Kickxia elatine;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
1888;tofsäxing;Koeleria glauca;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"A2b; B2ab(iii,v)"
904;stor tofsäxing;Koeleria grandis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;CR;"B1ab(v)+2ab(v); C2a(i,ii); D"
222553;dvärgsyra;Koenigia islandica;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;NT;B2ab(ii,iii,iv,v)
911;karlsösallat;Lactuca quercina;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;B1ab(v)
1889;stickelfrö;Lappula deflexa;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2a
914;piggfrö;Lappula squarrosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)
221223;vippärt;Lathyrus niger;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;A2b
916;vårvial;Lathyrus sphaericus;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;D
917;knölvial;Lathyrus tuberosus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;"A2b; B2ab(iii,v); C1+2a(i)"
935;vildris;Leersia oryzoides;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;VU;A2b
264299;japansk andmat;Lemna japonica;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;DD;
220228;sommarfibbla;Leontodon hispidus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2bc+4abc
942;hjärtstilla;Leonurus cardiaca;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;C1+2a(i)
1872;kråkkrassing;Lepidium coronopus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"A2b; B2ab(iii,v); C1+2a(i)"
978;marrisp;Limonium vulgare;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;VU;"A2b; B2ab(ii,v)"
980;gulyxne;Liparis loeselii;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;A3c
988;linrepe;Lolium remotum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
989;dårrepe;Lolium temulentum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
999;smal käringtand;Lotus tenuis;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;VU;B2ab(v)
1000;månviol;Lunaria rediviva;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2a
1001;flytsvalting;Luronium natans;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;EN;B1ab(iii,iv)+2ab(iii,iv)
222571;backfryle;Luzula divulgata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2a
1002;snöfryle;Luzula nivalis;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
1005;storfryle;Luzula sylvatica;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;D2
1895;strandlummer;Lycopodiella inundata;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2b
552;cypresslummer;Lycopodium tristachyum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;VU;"A2abc; B2ab(i,ii,iii,v)"
221940;mellanlummer;Lycopodium zeilleri;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;A2bc
50;knutört;Lysimachia minima;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(i,ii,iii,iv,v)
1012;skogslysing;Lysimachia nemorum;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;B2a
1896;rödlånke;Lythrum portula;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;"A2bc; B2ab(ii,iii,iv,v)"
1056;knottblomster;Malaxis monophyllos;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Skog (S) - Har betydelse;VU;"B2ab(i,ii,iii,v); C2a(i)"
1013;vit kattost;Malva pusilla;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;VU;B2ab(i,ii,iii,v)
1019;kransborre;Marrubium vulgare;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(ii,iii,v); C2a(i)"
1023;sandlusern;Medicago minima;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(iii,iv,v)
1897;korskovall;Melampyrum cristatum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1035;strandsötväppling;Melilotus dentatus;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)
1038;ädelmynta;Mentha gracilis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,v)
1039;ostronört;Mertensia maritima;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;CR;C2a(i)
222588;sandbrodd;Milium vernale;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(v)
1060;kalvnos;Misopates orontium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;NT;B2a
1062;ryssnarv;Moehringia lateriflora;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;B1ab(iii)+2ab(iii)
1898;klådris;Myricaria germanica;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(ii,iii,v)
1077;sjönajas;Najas flexilis;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;VU;B2ab(iii,iv,v)
1394;bäckfräne;Nasturtium microphyllum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;CR;D
1395;källfräne;Nasturtium officinale;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Har betydelse;VU;"A2b; B2ab(ii,iii,v)"
1082;kattmynta;Nepeta cataria;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;"B2ab(i,ii,iii,v); C2a(i)"
1084;korndådra;Neslia paniculata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(i,ii,iii,iv,v)
1899;atlantnäckros;Nymphaea alba subsp. occidentalis;kärlväxt;Underart;0;Sötvatten (L) - Stor betydelse;VU;D1
221735;åkerrödtoppa;Odontites vernus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;A2b
1098;pipstäkra;Oenanthe fistulosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse;EN;"A2b; B2ab(iii,v)"
1099;smalstäkra;Oenanthe lachenalii;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Brackvatten (B) - Har betydelse;VU;D2
224145;stallört;Ononis spinosa subsp. hircina;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse, Havsstrand (H) - Har betydelse;NT;A2b
1122;alpnycklar;Orchis spitzelii;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;C1
1124;timjansnyltrot;Orobanche alba;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;B2ab(iii,v)
1125;klintsnyltrot;Orobanche elatior;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,iv,v)c(iv)
1127;fibblesnyltrot;Orobanche picridis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;RE;
1128;röllikesnyltrot;Orobanche purpurea;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;CR;"C2a(i); D"
1129;tistelsnyltrot;Orobanche reticulata;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;EN;B2ab(iii,iv,v)
338;bymålla;Oxybasis urbica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;RE;
1142;luddvedel;Oxytropis pilosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii,v)
1158;fjällvallmo;Papaver radicatum;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;NT;B2a
1157;laestadiusvallmo;Papaver radicatum subsp. laestadianum;kärlväxt;Underart;0;Fjäll (F) - Stor betydelse;VU;D1
224906;lappvallmo;Papaver radicatum subsp. radicatum;kärlväxt;Underart;0;Fjäll (F) - Stor betydelse;NT;B2a
1160;ormax;Parapholis strigosa;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse;VU;B1ab(ii,iv,v)c(iv)+2ab(ii,iv,v)c(iv)
1161;väggört;Parietaria officinalis;kärlväxt;Art;0;Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D1
1174;granspira;Pedicularis sylvatica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Våtmark (V) - Har betydelse;NT;"A2bc; B2ab(ii,iii,v)"
1263;ävjepilört;Persicaria foliosa;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse, Brackvatten (B) - Har betydelse, Jordbrukslandskap (J) - Har betydelse;NT;B2ab(ii,iii)
1187;klippnejlika;Petrorhagia saxifraga;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2a
1188;backsilja;Peucedanum oreoselinum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;"A2b; B2ab(iii,v)"
220995;lappsnögräs;Phippsia algida;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;VU;B2ab(i,ii,iii,iv,v)
1207;dovresnögräs;Phippsia concinna;kärlväxt;Art;0;Fjäll (F) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;B1ab(ii,iii)+2ab(ii,iii)
1900;sandtimotej;Phleum arenarium;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B2ab(ii,iii,iv,v)c(iv)
222617;flentimotej;Phleum phleoides;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;A2b
220275;gaffelfibbla;Pilosella dichotoma;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;VU;B2ab(iii,v)
220280;nickfibbla;Pilosella sphaerocephala;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;"B2ab(ii,iii,v); C2a(i)"
1241;klotgräs;Pilularia globulifera;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;VU;A2b
1242;stor bockrot;Pimpinella major;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;B2ab(iii,v)
1243;sammetsbockrot;Pimpinella saxifraga subsp. nigra;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"B2ab(ii,iii,v); C2a(i)"
1901;dvärgkämpar;Plantago tenuiflora;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(iv)+2ab(iv)
223619;ängsnattviol;Platanthera bifolia subsp. bifolia;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Har betydelse;NT;A2bc
1248;lappfela;Platanthera obtusata;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;EN;D
1253;piploka;Pleurospermum austriacum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B1ab(iii,v)+2ab(iii,v)
1256;storgröe;Poa remota;kärlväxt;Art;0;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;NT;B2ab(iii,v)
1262;toppjungfrulin;Polygala comosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;VU;B2ab(ii,iii,v)
265348;hedjungfrulin;Polygala serpyllifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(v)
260351;backjungfrulin;Polygala vulgaris subsp. collina;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;EN;B1ab(v)
1902;stolt trampört;Polygonum aviculare subsp. excelsius;kärlväxt;Underart;0;Havsstrand (H) - Stor betydelse;NT;B2ab(ii,iii,iv,v)
1264;näbbtrampört;Polygonum oxyspermum;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse;EN;C2a(i)
262707;dansk stensöta;Polypodium interjectum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;EN;D
1268;uddbräken;Polystichum aculeatum;kärlväxt;Art;0;Skog (S) - Stor betydelse;VU;D1
1269;skuggbräken;Polystichum braunii;kärlväxt;Art;0;Skog (S) - Stor betydelse;CR;D
1281;spetsnate;Potamogeton acutifolius;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"A2ab; B2ab(ii,iii,v)"
1282;källnate;Potamogeton coloratus;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;VU;B1ab(v)+2ab(v)
1903;bandnate;Potamogeton compressus;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;VU;A2b+4ab
1904;uddnate;Potamogeton friesii;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;NT;"A2b; B2ab(ii,iii,v)"
1283;styvnate;Potamogeton rutilus;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;VU;B2ab(ii,iii,v)
1284;knölnate;Potamogeton trichoides;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Urban miljö (U) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;"B1ab(ii,iii,v)+2ab(ii,iii,v); D2"
1906;revig blodrot;Potentilla anglica;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;"A2b; B2ab(i,ii,iii,v)"
1907;klippfingerört;Potentilla chamissonis;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1
1286;luddfingerört;Potentilla heptaphylla;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;NT;B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)
1287;raggfingerört;Potentilla hyparctica;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1
2078;gråfingerört;Potentilla incana;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse, Urban miljö (U) - Har betydelse;VU;B1ab(v)+2ab(v)
1288;mångfingerört;Potentilla multifida;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse, Våtmark (V) - Har betydelse;VU;B2ab(v)
1289;smultronfingerört;Potentilla sterilis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;B1ab(i,ii,iii,v)+2ab(i,ii,iii,v)
1909;backfingerört;Potentilla sterneri;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(iii,v)
1294;lundviva;Primula elatior;kärlväxt;Art;0;Skog (S) - Stor betydelse;NT;D2
221137;majviva;Primula farinosa;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Havsstrand (H) - Har betydelse, Urban miljö (U) - Har betydelse;NT;A2bc
1296;fjällviva;Primula scandinavica;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;B2ab(ii,iii,v)
1297;jordviva;Primula vulgaris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;RE;
221784;flikbrunört;Prunella laciniata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;EN;D
719;vitnoppa;Pseudognaphalium luteoalbum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;EN;D
975;vityxne;Pseudorchis albida;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;EN;C2a(i)
264414;nordsaltgräs;Puccinellia nutkaensis;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1
1329;loppört;Pulicaria vulgaris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Stor betydelse;RE;
1330;smalbladig lungört;Pulmonaria angustifolia;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse;EN;B2ab(i,ii,iii,v)
1331;fläcklungört;Pulmonaria officinalis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;C1
1332;nipsippa;Pulsatilla patens;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Stor betydelse;NT;B2ab(iii,v)
1853;mosippa;Pulsatilla vernalis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;EN;A2ac
222886;backsippa;Pulsatilla vulgaris;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;VU;A2b
1333;gotlandssippa;Pulsatilla vulgaris subsp. gotlandica;kärlväxt;Underart;0;Skog (S) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;VU;D2
224913;vanlig backsippa;Pulsatilla vulgaris subsp. vulgaris;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;VU;A2bc+4b
1344;sandpyrola;Pyrola rotundifolia subsp. maritima;kärlväxt;Underart;0;Havsstrand (H) - Har betydelse, Jordbrukslandskap (J) - Har betydelse, Våtmark (V) - Har betydelse;RE;
1910;dvärglin;Radiola linoides;kärlväxt;Art;0;Havsstrand (H) - Stor betydelse, Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;"A2b; B2ab(iii,iv,v)"
1361;åkerranunkel;Ranunculus arvensis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;NT;B2ab(i,ii,iii,iv,v)
1363;jättemöja;Ranunculus fluitans;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse;VU;D2
1364;murgrönsmöja;Ranunculus hederaceus;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse, Sötvatten (L) - Har betydelse, Urban miljö (U) - Har betydelse;NT;B1a+2a
1366;gotlandsranunkel;Ranunculus ophioglossifolius;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Våtmark (V) - Stor betydelse;EN;"B1ac(iv); D"
224932;vanlig backsmörblomma;Ranunculus polyanthemos subsp. polyanthemos;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse, Skog (S) - Har betydelse;NT;A2b
264438;raggsmörblomma;Ranunculus subborealis subsp. villosus;kärlväxt;Underart;0;Skog (S) - Stor betydelse, Våtmark (V) - Stor betydelse;DD;
1368;polarsmörblomma;Ranunculus sulphureus;kärlväxt;Art;0;Fjäll (F) - Stor betydelse;VU;D1+2
220571;åkerrättika;Raphanus raphanistrum;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;VU;A2bc
1373;åkerskallra;Rhinanthus angustifolius subsp. apterus;kärlväxt;Underart;0;Jordbrukslandskap (J) - Stor betydelse;EN;"B2ab(i,ii,iii,iv,v)c(iv); D"
249008;öselskallra;Rhinanthus osiliensis;kärlväxt;Art;0;Våtmark (V) - Stor betydelse, Jordbrukslandskap (J) - Har betydelse;NT;"B1a+2a; D2"
222654;brunag;Rhynchospora fusca;kärlväxt;Art;0;Våtmark (V) - Stor betydelse;NT;A2b
220583;vattenfräne;Rorippa amphibia;kärlväxt;Art;0;Sötvatten (L) - Stor betydelse, Våtmark (V) - Stor betydelse;NT;A2b
1396;finnros;Rosa acicularis;kärlväxt;Art;0;Skog (S) - Stor betydelse, Våtmark (V) - Har betydelse;VU;D2
1397;åkerros;Rosa agrestis;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Urban miljö (U) - Har betydelse;CR;D
1399;ryssros;Rosa marginata;kärlväxt;Art;0;Jordbrukslandskap (J) - Stor betydelse, Havsstrand (H) - Har betydelse;RE;
