"Species","Redlist_cat","Threatened","Country","scientificname","speciesKey","species","phylum","rank","status","botanical_countries_l3"
"Pinus peuce","EN","yes","Albania","Pinus peuce Griseb.",5285079,"Pinus peuce","Tracheophyta","species","ACCEPTED","Albania"
"Pinus pinea","VU","yes","Albania","Pinus pinea L.",5285165,"Pinus pinea","Tracheophyta","species","ACCEPTED","Albania"
"Pinus sylvestris","CR","yes","Albania","Pinus sylvestris L.",5285637,"Pinus sylvestris","Tracheophyta","species","ACCEPTED","Albania"
"Platanus orientalis","VU","yes","Albania","Platanus orientalis L.",3152816,"Platanus orientalis","Tracheophyta","species","ACCEPTED","Albania"
"Polygala doerfleri","EN","yes","Albania","Polygala doerfleri Hayek",4050624,"Polygala doerfleri","Tracheophyta","species","ACCEPTED","Albania"
"Polygonum albanicum","EN","yes","Albania","Polygonum albanicum Jáv.",5652552,"Polygonum albanicum","Tracheophyta","species","ACCEPTED","Albania"
"Populus alba","VU","yes","Albania","Populus alba L.",3040233,"Populus alba","Tracheophyta","species","ACCEPTED","Albania"
"Posidonia oceanica","VU","yes","Albania","Posidonia oceanica (L.) Delile",5328663,"Posidonia oceanica","Tracheophyta","species","ACCEPTED","Albania"
"Potentilla visianii","VU","yes","Albania","Potentilla visianii Pancic",5367228,"Potentilla visianii","Tracheophyta","species","ACCEPTED","Albania"
"Prunus avium","VU","yes","Albania","Prunus avium (L.) L.",3020791,"Prunus avium","Tracheophyta","species","ACCEPTED","Albania"
"Prunus cerasifera","VU","yes","Albania","Prunus cerasifera Ehrh.",3021730,"Prunus cerasifera","Tracheophyta","species","ACCEPTED","Albania"
"Prunus eebbii","VU","yes","Albania","Prunus webbii (Spach) Vierh.",3020760,"Prunus webbii","Tracheophyta","species","ACCEPTED","Albania"
"Prunus tenella","CR","yes","Albania","Prunus tenella Batsch",3022879,"Prunus tenella","Tracheophyta","species","ACCEPTED","Albania"
"Pulsatilla halleri","CR","yes","Albania","Pulsatilla halleri (All.) Willd.",3929423,"Pulsatilla halleri","Tracheophyta","species","ACCEPTED","Albania"
"Quercus ilex","EN","yes","Albania","Quercus ilex L.",2879098,"Quercus ilex","Tracheophyta","species","ACCEPTED","Albania"
"Quercus robur","VU","yes","Albania","Quercus robur L.",2878688,"Quercus robur","Tracheophyta","species","ACCEPTED","Albania"
"Ramonda serbica","VU","yes","Albania","Ramonda serbica Pancic",6365085,"Ramonda serbica","Tracheophyta","species","ACCEPTED","Albania"
"Ranunculus brevifolius","VU","yes","Albania","Ranunculus brevifolius Ten.",3922921,"Ranunculus brevifolius","Tracheophyta","species","ACCEPTED","Albania"
"Ranunculus eettsteinii","CR","yes","Albania","Ranunculus wettsteinii Dörfl.",3921214,"Ranunculus wettsteinii","Tracheophyta","species","ACCEPTED","Albania"
"Ranunculus fontanus","VU","yes","Albania","Ranunculus fontanus C.Presl",3928838,"Ranunculus fontanus","Tracheophyta","species","ACCEPTED","Albania"
"Ranunculus hayekii","CR","yes","Albania","Ranunculus hayekii Dörfl.",3927237,"Ranunculus hayekii","Tracheophyta","species","ACCEPTED","Albania"
"Ranunculus lingua","VU","yes","Albania","Ranunculus lingua L.",8310009,"Ranunculus lingua","Tracheophyta","species","ACCEPTED","Albania"
"Rhamnus intermedius","VU","yes","Albania","Rhamnus intermedia Steud. & Hochst.",3874501,"Rhamnus intermedia","Tracheophyta","species","ACCEPTED","Albania"
"Rhinanthus melampyroides","EN","yes","Albania","Rhinanthus melampyroides (Borbás & Degen) Soó",7333375,"Rhinanthus melampyroides","Tracheophyta","species","ACCEPTED","Albania"
"Ribes multiflorum","EN","yes","Albania","Ribes multiflorum Kit. ex Roem. & Schult.",2986131,"Ribes multiflorum","Tracheophyta","species","ACCEPTED","Albania"
"Ruscus hypoglossum","VU","yes","Albania","Ruscus hypoglossum L.",2769775,"Ruscus hypoglossum","Tracheophyta","species","ACCEPTED","Albania"
"Sagittaria sagittifolia","VU","yes","Albania","Sagittaria sagittifolia L.",5328882,"Sagittaria sagittifolia","Tracheophyta","species","ACCEPTED","Albania"
"Salix ealdsteiniana","EN","yes","Albania","Salix waldsteiniana Willd.",5583602,"Salix waldsteiniana","Tracheophyta","species","ACCEPTED","Albania"
"Salix fragilis","VU","yes","Albania","Salix fragilis L.",5372829,"Salix fragilis","Tracheophyta","species","ACCEPTED","Albania"
"Salix hastata","EN","yes","Albania","Salix hastata L.",5372554,"Salix hastata","Tracheophyta","species","ACCEPTED","Albania"
"Salix reticulata","VU","yes","Albania","Salix reticulata L.",5372693,"Salix reticulata","Tracheophyta","species","ACCEPTED","Albania"
"Salix triandra","VU","yes","Albania","Salix triandra L.",7103891,"Salix triandra","Tracheophyta","species","ACCEPTED","Albania"
"Salvia candidissima","VU","yes","Albania","Salvia candidissima Vahl",8387050,"Salvia candidissima","Tracheophyta","species","ACCEPTED","Albania"
"Salvia fruticosa","VU","yes","Albania","Salvia fruticosa Mill.",6412283,"Salvia fruticosa","Tracheophyta","species","ACCEPTED","Albania"
"Salvia officinalis","VU","yes","Albania","Salvia officinalis L.",2927004,"Salvia officinalis","Tracheophyta","species","ACCEPTED","Albania"
"Salvinia natans","CR","yes","Albania","Salvinia natans (L.) All.",5274858,"Salvinia natans","Tracheophyta","species","ACCEPTED","Albania"
"Sambucus nigra","VU","yes","Albania","Sambucus nigra L.",2888728,"Sambucus nigra","Tracheophyta","species","ACCEPTED","Albania"
"Sambucus racemosa","VU","yes","Albania","Sambucus racemosa L.",2888723,"Sambucus racemosa","Tracheophyta","species","ACCEPTED","Albania"
"Sanguisorba albanica","VU","yes","Albania","Sanguisorba albanica András. & Jáv.",3029553,"Sanguisorba albanica","Tracheophyta","species","ACCEPTED","Albania"
"Sarcopoterium spinosum","CR","yes","Albania","Sarcopoterium spinosum (L.) Spach",3001879,"Sarcopoterium spinosum","Tracheophyta","species","ACCEPTED","Albania"
"Satureja montana","VU","yes","Albania","Satureja montana L.",2926884,"Satureja montana","Tracheophyta","species","ACCEPTED","Albania"
"Saxifraga scardica","VU","yes","Albania","Saxifraga scardica Griseb.",7339363,"Saxifraga scardica","Tracheophyta","species","ACCEPTED","Albania"
"Saxifraga sedoides","VU","yes","Albania","Saxifraga sedoides L.",7671112,"Saxifraga sedoides","Tracheophyta","species","ACCEPTED","Albania"
"Scilla albanica","VU","yes","Albania","Scilla albanica Turrill",2767371,"Scilla albanica","Tracheophyta","species","ACCEPTED","Albania"
"Sempervivum ciliosum","EN","yes","Albania","Sempervivum ciliosum Craib",7334480,"Sempervivum ciliosum","Tracheophyta","species","ACCEPTED","Albania"
"Senecio vernalis","CR","yes","Albania","Senecio vernalis Waldst. & Kit.",6063730,"Senecio vernalis","Tracheophyta","species","ACCEPTED","Albania"
"Serratula radiata","VU","yes","Albania","Serratula radiata (Waldst. & Kit.) M.Bieb.",3091227,"Klasea radiata","Tracheophyta","species","SYNONYM","Albania"
"Sesleria eettsteinii","EN","yes","Albania","Sesleria wettsteinii Dörfl. & Hayek",4118661,"Sesleria wettsteinii","Tracheophyta","species","ACCEPTED","Albania"
"Sesleria robusta","EN","yes","Albania","Sesleria robusta Schott, Nyman & Kotschy",4118915,"Sesleria robusta","Tracheophyta","species","ACCEPTED","Albania"
"Sideritis raeseri","EN","yes","Albania","Sideritis raeseri Boiss. & Heldr.",7307453,"Sideritis raeseri","Tracheophyta","species","ACCEPTED","Albania"
"Silene lerchenfeldiana","CR","yes","Albania","Silene lerchenfeldiana Baumg.",7268094,"Atocion lerchenfeldianum","Tracheophyta","species","SYNONYM","Albania"
"Silene pindicola","VU","yes","Albania","Silene pindicola Hausskn.",7495442,"Silene parnassica","Tracheophyta","species","SYNONYM","Albania"
"Silene schearzenbergeri","VU","yes","Albania","Silene schwarzenbergeri Halácsy",5584203,"Silene schwarzenbergeri","Tracheophyta","species","ACCEPTED","Albania"
"Silene tommassini","EN","yes","Albania","Silene tommasinii Vis.",7267415,"Heliosperma pusillum","Tracheophyta","species","SYNONYM","Albania"
"Sinapis pubescens","VU","yes","Albania","Sinapis pubescens L.",3047585,"Sinapis pubescens","Tracheophyta","species","ACCEPTED","Albania"
"Soldanella dimoniei","VU","yes","Albania","Soldanella dimoniei Vierh.",4005108,"Soldanella pindicola","Tracheophyta","species","SYNONYM","Albania"
"Solenanthus albanicus","EN","yes","Albania","Solenanthus albanicus (Degen & Bald.) Degen & Bald.",4065077,"Cynoglossum albanicum","Tracheophyta","species","SYNONYM","Albania"
"Solenanthus scardicus","VU","yes","Albania","Solenanthus scardicus Bornm.",4062695,"Cynoglossum scardicum","Tracheophyta","species","SYNONYM","Albania"
"Spirodela polyrrhiza","VU","yes","Albania","Spirodela polyrhiza (L.) Schleid.",4097481,"Spirodela polyrhiza","Tracheophyta","species","ACCEPTED","Albania"
"Stachys albanica","EN","yes","Albania","Stachys albanica Markgr.",3885944,"Stachys albanica","Tracheophyta","species","ACCEPTED","Albania"
"Stachys beckeana","VU","yes","Albania","Stachys beckeana Dörfl. & Hayek",3884983,"Stachys beckeana","Tracheophyta","species","ACCEPTED","Albania"
"Stachys decumbens","EN","yes","Albania","Stachys decumbens Willd.",2927235,"Stachys annua","Tracheophyta","species","SYNONYM","Albania"
"Stachys maritima","VU","yes","Albania","Stachys maritima Gouan",7649809,"Stachys maritima","Tracheophyta","species","ACCEPTED","Albania"
"Stipa mayeri","CR","yes","Albania","Stipa mayeri Martinovský",4137383,"Stipa mayeri","Tracheophyta","species","ACCEPTED","Albania"
"Styrax officinalis","VU","yes","Albania","Styrax officinalis L.",5371666,"Styrax officinalis","Tracheophyta","species","ACCEPTED","Albania"
"Symphytum officinale","VU","yes","Albania","Symphytum officinale L.",7558421,"Symphytum officinale","Tracheophyta","species","ACCEPTED","Albania"
"Tamarix hampeana","VU","yes","Albania","Tamarix hampeana Boiss. & Heldr.",3612875,"Tamarix hampeana","Tracheophyta","species","ACCEPTED","Albania"
"Tanacetum cineraiifolium","VU","yes","Albania","Tanacetum cinerariifolium (Trevis.) Sch.Bip.",3118284,"Tanacetum cinerariifolium","Tracheophyta","species","ACCEPTED","Albania"
"Taxus baccata","VU","yes","Albania","Taxus baccata L.",5284517,"Taxus baccata","Tracheophyta","species","ACCEPTED","Albania"
"Teucrium fruticans","VU","yes","Albania","Teucrium fruticans L.",2926902,"Teucrium fruticans","Tracheophyta","species","ACCEPTED","Albania"
"Thesium auriculatum","EN","yes","Albania","Thesium auriculatum Vandas",7649973,"Thesium auriculatum","Tracheophyta","species","ACCEPTED","Albania"
"Thlaspi microphyllum","EN","yes","Albania","Thlaspi microphyllum Boiss. & Orph.",3045420,"Noccaea microphylla","Tracheophyta","species","SYNONYM","Albania"
"Tilia cordata","CR","yes","Albania","Tilia cordata Mill.",3152047,"Tilia cordata","Tracheophyta","species","ACCEPTED","Albania"
"Tilia platyphyllos","CR","yes","Albania","Tilia platyphyllos Scop.",3152048,"Tilia platyphyllos","Tracheophyta","species","ACCEPTED","Albania"
"Trapa natans","EN","yes","Albania","Trapa natans L.",3188757,"Trapa natans","Tracheophyta","species","ACCEPTED","Albania"
"Trollius europaeus","VU","yes","Albania","Trollius europaeus L.",3033289,"Trollius europaeus","Tracheophyta","species","ACCEPTED","Albania"
"Tulipa albanica","CR","yes","Albania","Tulipa albanica Kit Tan & Shuka",6310462,"Tulipa albanica","Tracheophyta","species","ACCEPTED","Albania"
"Tulipa sylvestris","VU","yes","Albania","Tulipa sylvestris L.",5299536,"Tulipa sylvestris","Tracheophyta","species","ACCEPTED","Albania"
"Typha minima","CR","yes","Albania","Typha minima Funck",5289492,"Typha minima","Tracheophyta","species","ACCEPTED","Albania"
"Typha shuttleeorthi","EN","yes","Albania","Typha shuttleworthii W.D.J.Koch & Sond.",5289496,"Typha shuttleworthii","Tracheophyta","species","ACCEPTED","Albania"
"Ulmus glabra","VU","yes","Albania","Ulmus glabra Huds.",5361866,"Ulmus glabra","Tracheophyta","species","ACCEPTED","Albania"
"Ulmus minor","VU","yes","Albania","Ulmus minor Mill.",5361865,"Ulmus minor","Tracheophyta","species","ACCEPTED","Albania"
"Vaccinium myrtillus","VU","yes","Albania","Vaccinium myrtillus L.",2882833,"Vaccinium myrtillus","Tracheophyta","species","ACCEPTED","Albania"
"Vaccinium uliginosum","VU","yes","Albania","Vaccinium uliginosum L.",8073364,"Vaccinium uliginosum","Tracheophyta","species","ACCEPTED","Albania"
"Vaccinium vitis-idaea","VU","yes","Albania","Vaccinium vitis-idaea L.",2882835,"Vaccinium vitis-idaea","Tracheophyta","species","ACCEPTED","Albania"
"Valantia aprica","VU","yes","Albania","Valantia aprica (Sm.) Tausch",7760024,"Valantia aprica","Tracheophyta","species","ACCEPTED","Albania"
"Valeriana bertiscea","EN","yes","Albania","Valeriana bertiscea Pancic",4094944,"Valeriana bertiscea","Tracheophyta","species","ACCEPTED","Albania"
"Valeriana crinii","VU","yes","Albania","Valeriana crinii Orph. ex Boiss.",7375707,"Valeriana crinii","Tracheophyta","species","ACCEPTED","Albania"
"Valeriana officinalis","VU","yes","Albania","Valeriana officinalis L.",2888763,"Valeriana officinalis","Tracheophyta","species","ACCEPTED","Albania"
"Valeriana saxatilis","EN","yes","Albania","Valeriana saxatilis L.",7498158,"Valeriana saxatilis","Tracheophyta","species","ACCEPTED","Albania"
"Verbascum guicciardii","EN","yes","Albania","Verbascum guicciardii Heldr. ex Boiss.",3739247,"Verbascum guicciardii","Tracheophyta","species","ACCEPTED","Albania"
"Verbascum nicolai","EN","yes","Albania","Verbascum nicolai Rohlena",3737570,"Verbascum nicolai","Tracheophyta","species","ACCEPTED","Albania"
"Verbascum vandassi","EN","yes","Albania","Verbascum vandasii (Rohlena) Rohlena",3735112,"Verbascum vandasii","Tracheophyta","species","ACCEPTED","Albania"
"Viburnum tinus","VU","yes","Albania","Viburnum tinus L.",2888585,"Viburnum tinus","Tracheophyta","species","ACCEPTED","Albania"
"Viola acrocerauniensis","VU","yes","Albania","Viola acrocerauniensis Erben",5664440,"Viola acrocerauniensis","Tracheophyta","species","ACCEPTED","Albania"
"Viola albanica","CR","yes","Albania","Viola albanica Halácsy",5664194,"Viola magellensis","Tracheophyta","species","SYNONYM","Albania"
"Viola epirota","EN","yes","Albania","Viola epirota (Halácsy) Raus",5663745,"Viola epirota","Tracheophyta","species","ACCEPTED","Albania"
"Viola eximia","EN","yes","Albania","Viola eximia Formánek",7296288,"Viola eximia","Tracheophyta","species","ACCEPTED","Albania"
"Viola kosaninii","CR","yes","Albania","Viola kosaninii (Degen) Hayek",5930109,"Viola kosaninii","Tracheophyta","species","ACCEPTED","Albania"
"Viola latisepala","EN","yes","Albania","Viola latisepala Wettst.",8351285,"Viola elegantula","Tracheophyta","species","SYNONYM","Albania"
"Viola raunsiensis","EN","yes","Albania","Viola raunsiensis W.Becker & Kosanin",5664026,"Viola raunsiensis","Tracheophyta","species","ACCEPTED","Albania"
"Viola schariensis","EN","yes","Albania","Viola schariensis Erben",5665205,"Viola schariensis","Tracheophyta","species","ACCEPTED","Albania"
"Viscum album","VU","yes","Albania","Viscum album L.",2889828,"Viscum album","Tracheophyta","species","ACCEPTED","Albania"
"Zostera noltii","VU","yes","Albania","Zostera noltii Hornem.",2863938,"Zostera noltii","Tracheophyta","species","ACCEPTED","Albania"
"Abies alba","3","yes","Austria","Abies alba Mill.",2685484,"Abies alba","Tracheophyta","species","ACCEPTED","Austria"
"Aceras anthropophorum","1","yes","Austria","Aceras anthropophorum (L.) W.T.Aiton",2849624,"Orchis anthropophora","Tracheophyta","species","SYNONYM","Austria"
"Acer tataricum","3","yes","Austria","Acer tataricum L.",3189843,"Acer tataricum","Tracheophyta","species","ACCEPTED","Austria"
"Achillea aspleniifolia","2","yes","Austria","Achillea aspleniifolia Leresch ex Sch.Bip.",3120251,"Achillea obscura","Tracheophyta","species","SYNONYM","Austria"
"Achillea nobilis","2","yes","Austria","Achillea nobilis L.",3120024,"Achillea nobilis","Tracheophyta","species","ACCEPTED","Austria"
"Achillea pannonica","3","yes","Austria","Achillea pannonica Scheele",3120129,"Achillea pannonica","Tracheophyta","species","ACCEPTED","Austria"
"Achillea ptarmica","3","yes","Austria","Achillea ptarmica L.",3120333,"Achillea ptarmica","Tracheophyta","species","ACCEPTED","Austria"
"Achillea roseoalba","3r!","yes","Austria","Achillea roseoalba Ehrend.",4214893,"Achillea roseoalba","Tracheophyta","species","ACCEPTED","Austria"
"Achillea setacea","2","yes","Austria","Achillea setacea Waldst. & Kit.",3120066,"Achillea setacea","Tracheophyta","species","ACCEPTED","Austria"
"Adenophora liliifolia","1","yes","Austria","Adenophora liliifolia (L.) A.DC.",5409500,"Adenophora liliifolia","Tracheophyta","species","ACCEPTED","Austria"
"Adonis aestivalis","3r!","yes","Austria","Adonis aestivalis L.",5371707,"Adonis aestivalis","Tracheophyta","species","ACCEPTED","Austria"
"Adonis flammea","2r!","yes","Austria","Adonis flammea Jacq.",8246651,"Adonis flammea","Tracheophyta","species","ACCEPTED","Austria"
"Adonis vernalis","3","yes","Austria","Adonis vernalis L.",5371711,"Adonis vernalis","Tracheophyta","species","ACCEPTED","Austria"
"Aethionema saxatile","3r!","yes","Austria","Aethionema saxatile (L.) R.Br.",7870683,"Aethionema saxatile","Tracheophyta","species","DOUBTFUL","Austria"
"Agrimonia procera","3","yes","Austria","Agrimonia procera Wallr.",3002121,"Agrimonia procera","Tracheophyta","species","ACCEPTED","Austria"
"Agropyron pectiniforme","1","yes","Austria","Agropyron pectiniforme Roem. & Schult.",2705196,"Agropyron cristatum","Tracheophyta","species","SYNONYM","Austria"
"Agrostemma githago","1","yes","Austria","Agrostemma githago L.",3085368,"Agrostemma githago","Tracheophyta","species","ACCEPTED","Austria"
"Agrostis vinealis","3","yes","Austria","Agrostis vinealis Schreb.",2706458,"Agrostis vinealis","Tracheophyta","species","ACCEPTED","Austria"
"Aira caryophyllea","3r!","yes","Austria","Aira caryophyllea L.",7747216,"Aira caryophyllea","Tracheophyta","species","ACCEPTED","Austria"
"Aira elegantissima","2","yes","Austria","Aira elegantissima Schur",7948459,"Aira elegans","Tracheophyta","species","SYNONYM","Austria"
"Ajuga chamaepitys","3r!","yes","Austria","Ajuga chamaepitys (L.) Schreb.",2927080,"Ajuga chamaepitys","Tracheophyta","species","ACCEPTED","Austria"
"Alcea biennis","1","yes","Austria","Alcea biennis Winters",5617600,"Alcea biennis","Tracheophyta","species","ACCEPTED","Austria"
"Alchemilla kerneri","1","yes","Austria","Alchemilla kerneri Rothm.",3027572,"Alchemilla kerneri","Tracheophyta","species","ACCEPTED","Austria"
