"Species","Redlist_cat","Threatened","Country"
"Epipactis neglecta (Kümpel) Kümpel","VU","yes","Slovakia"
"Epipactis placentina Bongiori et Grünager","EN","yes","Slovakia"
"Epipactis pseudopurpurata Mereďa","VU","yes","Slovakia"
"Epipactis voethii Robatsch","EN","yes","Slovakia"
"Eremogone micradenia (Smirn.) Ikonn. (syn. Arenaria procerasubsp. glabra (Williams) Holub)","EN","yes","Slovakia"
"Eriophorum gracile W. D. J. Koch ex Roth","CR","yes","Slovakia"
"Erodium ciconium (L.) L'Hér.","CR","yes","Slovakia"
"Erysimum crepidifolium Rchb.","EN","yes","Slovakia"
"Erysimum pallidiflorum Szépl. ex Jáv.","EN","yes","Slovakia"
"Erythronium dens-canis L.","VU","yes","Slovakia"
"Euclidium syriacum (L.) W. T. Aiton","CR(PE)","yes","Slovakia"
"Euphorbia angulata Jacq. (syn. Tithymalus angulatus (Jacq.)Raf.)","EN","yes","Slovakia"
"Euphorbia austriaca subsp. sojakii Chrtek et Křísa (syn.Tithymalus sojakii (Chrtek et Křísa) Holub)","EN","yes","Slovakia"
"Euphorbia ericetorum Zumagl. (syn. Tithymalus ericetorum(Zumagl.) Soják)","RE","yes","Slovakia"
"Euphorbia platyphylla subsp. literata (Jacq.) Holub (syn.Tithymalus platyphyllos subsp. literatus (Jacq.) Chrtek etKřísa)","VU","yes","Slovakia"
"Euphorbia sequieriana subsp. minor (Sadler) Domin (syn.Tithymalus seguierianus subsp. minor (Sadler) Chrtek et Křísa)","EN","yes","Slovakia"
"Euphrasia exaristata Smejkal","EN","yes","Slovakia"
"Euphrasia micrantha Rchb.","EN","yes","Slovakia"
"Euphrasia pectinata Ten.","CR","yes","Slovakia"
"Euphrasia slovaca subsp. pseudomontana (Klášt.) Dostál","EN","yes","Slovakia"
"Euphrasia stipitata Smejkal","EN","yes","Slovakia"
"Ferula sadleriana Ledeb.","CR","yes","Slovakia"
"Festuca alpina Suter subsp. alpina","EN","yes","Slovakia"
"Festuca saxatilis Schur","CR","yes","Slovakia"
"Festuca vaginata Waldst. et Kit. ex Willd.","VU","yes","Slovakia"
"Filago vulgaris Lam.","EN","yes","Slovakia"
"Fritillaria meleagris L.","VU","yes","Slovakia"
"Gagea bohemica (Zauschn.) Schult. et Schult. f. subsp.bohemica","EN","yes","Slovakia"
"Gentianella amarella subsp. lingulata (C. Agardh) Holub","EN","yes","Slovakia"
"Geranium bohemicum L.","EN","yes","Slovakia"
"Gladiolus palustris Gaudin","CR","yes","Slovakia"
"Glaucium corniculatum (L.) Rudolph","CR","yes","Slovakia"
"Glaux maritima L.","EN","yes","Slovakia"
"Gnaphalium hoppeanum W. D. J. Koch (syn. Omalothecahoppeana (W. D. J. Koch) Sch. Bip.)","EN","yes","Slovakia"
"Groenlandia densa (L.) Fourr.","EN","yes","Slovakia"
"Gypsophila fastigiata subsp. arenaria (Waldst. et Kit. exWilld.) Domin","EN","yes","Slovakia"
"Gypsophila paniculata L.","VU","yes","Slovakia"
"Hackelia deflexa (Wahlenb.) Opiz","VU","yes","Slovakia"
"Heleochloa alopecuroides (Piller et Mitterp.) Host ex Roem.","VU","yes","Slovakia"
"Heleochloa schoenoides (L.) Host ex Roem.","VU","yes","Slovakia"
"Herminium monorchis (L.) R. Br.","CR","yes","Slovakia"
"Herniaria hirsuta L.","VU","yes","Slovakia"
"Herniaria incana Lam.","CR","yes","Slovakia"
"Hesperis slovaca (F. Dvořák) F. Dvořák","VU","yes","Slovakia"
"Hieracium austrotatricum Szełąg","VU","yes","Slovakia"
"Hieracium glanduliferum Hoppe","RE","yes","Slovakia"
"Hieracium krizsnae Lengyel et Zahn","RE","yes","Slovakia"
"Hieracium mlinicae (Hruby et Zahn) Chrtek f. et Mráz","VU","yes","Slovakia"
"Hieracium piliferum Hoppe","VU","yes","Slovakia"
"Hieracium silesiacum Krause","VU","yes","Slovakia"
"Hieracium slovacum Chrtek jun.","VU","yes","Slovakia"
"Hieracium vierhapperi (Zahn) Szeląg","VU","yes","Slovakia"
"Hierochloe australis (Schrad.) Roem. et Schult.","RE","yes","Slovakia"
"Himantoglossum adriaticum H. Baumann","EN","yes","Slovakia"
"Himantoglossum caprinum (M. Bieb.) Spreng.","CR","yes","Slovakia"
"Hippocrepis emerus (L.) Lassen subsp. emerus (syn. Coronillaemerus L. subsp. emerus)","CR","yes","Slovakia"
"Hippuris vulgaris L.","EN","yes","Slovakia"
"Hordeum geniculatum All.","CR","yes","Slovakia"
"Hydrocotyle vulgaris L.","VU","yes","Slovakia"
"Hypericum elegans Stephan ex Willd.","CR","yes","Slovakia"
"Hypochaeris glabra L.","RE","yes","Slovakia"
"Illecebrum verticillatum L.","RE","yes","Slovakia"
"Inula salicina subsp. aspera (Poir. ex Lam.) Hayek","EN","yes","Slovakia"
"Inula salicina subsp. sabuletorum (Czern. ex Lavrenko) Soják","CR","yes","Slovakia"
"Iris aphylla subsp. hungarica (Waldst. et Kit.) Hegi","VU","yes","Slovakia"
"Iris arenaria Waldst. et Kit.","CR","yes","Slovakia"
"Iris spuria L. subsp. spuria","VU","yes","Slovakia"
"Iris variegata L.","VU","yes","Slovakia"
"Isatis campestris Steven ex DC. (syn. I. maeotica DC.)","EN","yes","Slovakia"
"Isatis praecox subsp. transsilvanica (Simonk.) Simonk.","VU","yes","Slovakia"
"Isolepis setacea (L.) R. Br.","VU","yes","Slovakia"
"Juncus acutiflorus Ehrh. ex Hoffm.","CR","yes","Slovakia"
"Juncus atratus Krock.","VU","yes","Slovakia"
"Juncus capitatus Weigel","CR","yes","Slovakia"
"Juncus castaneus Sm.","CR","yes","Slovakia"
"Juncus gerardii Loisel. subsp. gerardii","VU","yes","Slovakia"
"Juncus sphaerocarpus Nees","VU","yes","Slovakia"
"Juncus squarrosus L.","VU","yes","Slovakia"
"Juncus subnodulosus Schrank","CR","yes","Slovakia"
"Juncus thomasii Ten.","RE","yes","Slovakia"
"Juncus triglumis L.","VU","yes","Slovakia"
"Juniperus sabina L.","EN","yes","Slovakia"
"Kobresia myosuroides (Vill.) Fiori (syn. Elyna myosuroides(Vill.) Fritsch)","VU","yes","Slovakia"
"Kobresia simpliciuscula (Wahlenb.) Mack.","VU","yes","Slovakia"
"Lactuca saligna L.","VU","yes","Slovakia"
"Lappula heteracantha subsp. heterocarpa (Klokov etArtemczuk) Holub","EN","yes","Slovakia"
"Lapsana communis subsp. intermedia (M. Bieb.) Hayek","VU","yes","Slovakia"
"Lathyrus aphaca L.","CR(PE)","yes","Slovakia"
"Lathyrus laevigatus (Waldst. et Kit.) Gren.","VU","yes","Slovakia"
"Lathyrus nissolia subsp. futakii Chrtková","CR","yes","Slovakia"
"Lathyrus palustris L.","VU","yes","Slovakia"
"Lathyrus pannonicus (Jacq.) Garcke","EN","yes","Slovakia"
"Lathyrus pisiformis L.","CR","yes","Slovakia"
"Lathyrus setifolius L.","RE","yes","Slovakia"
"Lathyrus sphaericus Retz.","RE","yes","Slovakia"
"Lathyrus transsilvanicus (Spreng.) Fritsch","VU","yes","Slovakia"
"Lathyrus venetus (Mill.) Wohlf.","VU","yes","Slovakia"
"Legousia speculum-veneris (L.) Chaix","RE","yes","Slovakia"
"Lepidium perfoliatum L.","VU","yes","Slovakia"
"Leucanthemella serotina (L.) Tzvelev","VU","yes","Slovakia"
"Ligularia carpatica (Schott) Pojark. (syn. L. glauca auct. non(L.) A. Hoffm.)","EN","yes","Slovakia"
"Ligularia sibirica (L.) Cass.","VU","yes","Slovakia"
"Limonium gmelinii (Willd.) Kuntze (syn. L. gmelinii subsp.hungaricum (Klokov) Soó)","CR","yes","Slovakia"
"Linaria alpina (L.) Mill.","CR","yes","Slovakia"
"Linaria arvensis (L.) Desf.","RE","yes","Slovakia"
"Linaria pallidiflora (Lam.) Valdés","VU","yes","Slovakia"
"Lindernia procumbens (Krock.) Borbás","VU","yes","Slovakia"
"Linnaea borealis L.","EN","yes","Slovakia"
"Linum hirsutum subsp. glabrescens (Rochel) Soó","EN","yes","Slovakia"
"Linum trigynum L.","CR","yes","Slovakia"
"Liparis loeselii (L.) Rich.","CR","yes","Slovakia"
"Loiseleuria procumbens (L.) Desv.","EN","yes","Slovakia"
"Lolium remotum Schrank","RE","yes","Slovakia"
"Lolium temulentum L. subsp. temulentum","CR","yes","Slovakia"
"Lonicera alpigena L.","VU","yes","Slovakia"
"Lotus uliginosus Schkuhr","VU","yes","Slovakia"
"Ludwigia palustris (L.) Elliott","RE","yes","Slovakia"
"Lycopodiella inundata (L.) Holub","CR","yes","Slovakia"
"Lysimachia thyrsiflora L. (syn. Naumburgia thyrsiflora (L.)Rchb.)","EN","yes","Slovakia"
"Lythrum tribracteatum Salzm. ex Spreng.","CR","yes","Slovakia"
"Marsilea quadrifolia L.","EN","yes","Slovakia"
"Medicago monspeliaca (L.) Trautv.","VU","yes","Slovakia"
"Medicago prostrata Jacq.","VU","yes","Slovakia"
"Medicago rigidula (L.) All.","CR","yes","Slovakia"
"Melampyrum bohemicum A. Kern. (syn. M. subalpinum (Jur.)A. Kern.)","EN","yes","Slovakia"
"Melampyrum herbichii Woł.","VU","yes","Slovakia"
"Melica altissima L.","CR","yes","Slovakia"
"Melilotus macrorrhizus (Waldst. et Kit.) Pers.","VU","yes","Slovakia"
"Minuartia frutescens (Kit. ex Schult.) Tuzson ex Degen","VU","yes","Slovakia"
"Minuartia glomerata (M. Bieb.) Degen subsp. pannonica Letz","EN","yes","Slovakia"
"Minuartia viscosa (Schreb.) Schinz et Thell.","RE","yes","Slovakia"
"Moenchia mantica (L.) Bartl. subsp. mantica","RE","yes","Slovakia"
"Montia arvensis Wallr.","CR","yes","Slovakia"
"Montia fontana L.","CR","yes","Slovakia"
"Myagrum perfoliatum L.","CR(PE)","yes","Slovakia"
"Myosotis caespitosa Schultz","EN","yes","Slovakia"
"Myosotis discolor Pers. subsp. discolor","VU","yes","Slovakia"
"Myosotis stenophylla Knaf","VU","yes","Slovakia"
"Myricaria germanica (L.) Desv.","VU","yes","Slovakia"
"Najas minor All.","VU","yes","Slovakia"
"Nasturtium officinale L.","EN","yes","Slovakia"
"Neotinea ustulata (L.) R. M. Bateman, Pridgeon et M. W.","EN","yes","Slovakia"
"Nuphar lutea (L.) Sm.","VU","yes","Slovakia"
"Nymphaea alba L.","VU","yes","Slovakia"
"Nymphoides peltata (S. G. Gmel.) Kuntze","EN","yes","Slovakia"
"Odontites vernus (Bellardi) Dumort.","VU","yes","Slovakia"
"Oenanthe banatica Heuff.","VU","yes","Slovakia"
"Oenanthe silaifolia M. Bieb. subsp. silaifolia","VU","yes","Slovakia"
"Oenanthe silaifolia subsp. hungarica (Simon) Bertová","VU","yes","Slovakia"
"Oenanthe stenoloba Schur","CR(PE)","yes","Slovakia"
"Onobrychis montana DC.","VU","yes","Slovakia"
"Ononis pusilla L.","CR","yes","Slovakia"
"Onosma arenaria Waldst. et Kit.","CR","yes","Slovakia"
"Onosma pseudoarenaria subsp. tuberculata (Kit.) Rauschert","EN","yes","Slovakia"
"Onosma viridis (Borbás) Jáv. (syn. O. tornensis Jáv.)","CR","yes","Slovakia"
"Onosma visianii Clementi","VU","yes","Slovakia"
"Ophrys apifera Huds.","VU","yes","Slovakia"
"Ophrys holoserica (Burm. f.) Greuter","CR","yes","Slovakia"
"Ophrys holubyana András.","VU","yes","Slovakia"
"Ophrys sphegodes Mill.","CR","yes","Slovakia"
"Orchis spitzelii W. D. J. Koch","EN","yes","Slovakia"
"Ornithogalum comosum Torn.","RE","yes","Slovakia"
"Ornithogalum pyrenaicum subsp. sphaerocarpum (A. Kern.)Hegi (syn. O. sphaerocarpum A. Kern.)","CR","yes","Slovakia"
"Orobanche alsatica Kirschl. (syn. O. bartlingii Griseb.)","VU","yes","Slovakia"
"Orobanche artemisiae-campestris Vaucher ex Gaudin","CR","yes","Slovakia"
"Orobanche coerulescens Stephan","CR","yes","Slovakia"
"Orobanche elatior Sutton","CR","yes","Slovakia"
"Orobanche gracilis Sm.","VU","yes","Slovakia"
"Orobanche mayeri (Suess. et Ronniger) Bertsch","VU","yes","Slovakia"
"Orobanche picridis F. W. Schultz","VU","yes","Slovakia"
"Orobanche teucrii Holandre","EN","yes","Slovakia"
"Ostericum palustre (Besser) Besser","CR","yes","Slovakia"
"Oxytropis campestris DC. subsp. tatrae (Borbás) Dostál","VU","yes","Slovakia"
"Oxytropis pilosa (L.) DC. var. hungarica Borbás","EN","yes","Slovakia"
"Papaver argemone L.","EN","yes","Slovakia"
"Papaver confine Jord.","EN","yes","Slovakia"
"Papaver dubium L. subsp. dubium","EN","yes","Slovakia"
"Papaver tatricum subsp. fatraemagnae Bernátová","EN","yes","Slovakia"
"Pedicularis comosa L. subsp. comosa","CR","yes","Slovakia"
"Pedicularis sceptrum-carolinum L.","EN","yes","Slovakia"
"Pedicularis sylvatica L. subsp. sylvatica","VU","yes","Slovakia"
"Petrocallis pyrenaica (L.) W. T. Aiton","VU","yes","Slovakia"
"Peucedanum arenarium Waldst. et Kit.","CR","yes","Slovakia"
"Peucedanum officinale L.","CR","yes","Slovakia"
"Phelipanche arenaria (Borkh.) Pomel","VU","yes","Slovakia"
"Phleboanthe laxmannii (L.) Tausch (syn. Ajuga laxmannii (L.)Benth.)","RE","yes","Slovakia"
"Pholiurus pannonicus (Host) Trin.","EN","yes","Slovakia"
"Pilosella echioides (Lumn.) F. W. Schultz et Sch. Bip.","VU","yes","Slovakia"
"Pilosella guthnickiana (Hegetschw.) Soják","VU","yes","Slovakia"
"Plantago altissima L.","EN","yes","Slovakia"
"Plantago maritima subsp. salsa (Pall.) Soják","VU","yes","Slovakia"
"Plantago tenuiflora Waldst. et Kit.","EN","yes","Slovakia"
"Poa margilicola Bernátová et Májovský","EN","yes","Slovakia"
"Poa sejuncta Bernátová, Májovský et Obuch","VU","yes","Slovakia"
"Podospermum laciniatum (L.) DC.","CR(PE)","yes","Slovakia"
"Polycarpon tetraphyllum (L.) L.","EN","yes","Slovakia"
"Polycnemum arvense L.","VU","yes","Slovakia"
"Polycnemum heuffelii Láng","CR(PE)","yes","Slovakia"
"Polygonum arenarium Waldst. et Kit. subsp. arenarium","EN","yes","Slovakia"
"Polypodium interjectum Shivas","EN","yes","Slovakia"
"Potamogeton acutifolius Link","VU","yes","Slovakia"
"Potamogeton alpinus Balb.","CR","yes","Slovakia"
"Potamogeton compressus L.","RE","yes","Slovakia"
"Potamogeton gramineus L.","EN","yes","Slovakia"
"Potamogeton obtusifolius Mert. et W. D. J. Koch","CR","yes","Slovakia"
"Potentilla clusiana Jacq.","CR(PE)","yes","Slovakia"
"Potentilla micrantha Ramond ex DC.","EN","yes","Slovakia"
"Potentilla patula Waldst. et Kit. subsp. patula","EN","yes","Slovakia"
"Potentilla pedata Willd. ex Nestl.","EN","yes","Slovakia"
"Potentilla sterilis (L.) Garcke","CR(PE)","yes","Slovakia"
"Primula farinosa L. subsp. farinosa","VU","yes","Slovakia"
"Primula halleri subsp. platyphylla O. Schwarz","VU","yes","Slovakia"
"Pritzelago alpina subsp. dubia (Pawł.) Soják (syn. Hutchinsiaalpina subsp. brevicaulis auct. non (Spreng.) Arcang.)","VU","yes","Slovakia"
"Prunus tenella Batsch (syn. Amygdalus nana L.)","EN","yes","Slovakia"
"Pseudognaphalium luteoalbum (L.) Hilliard et B. L. Burtt (syn.Gnaphalium luteoalbum L.)","CR","yes","Slovakia"
"Pseudolysimachion incanum subsp. pallens (Host) Trávníček","VU","yes","Slovakia"
"Pseudolysimachion spicatum subsp. fischeri Trávníček","VU","yes","Slovakia"
"Pseudolysimachion spurium subsp. foliosum (Waldst. et Kit.)Holub","RE","yes","Slovakia"
"Pulmonaria angustifolia L.","EN","yes","Slovakia"
"Pulsatilla patens (L.) Mill.","VU","yes","Slovakia"
"Pulsatilla pratensis subsp. flavescens (Hazsl.) Holub (syn. P.hungarica Soó)","CR","yes","Slovakia"
"Pulsatilla vernalis (L.) Mill.","EN","yes","Slovakia"
"Pulsatilla zimmermannii Soó","CR","yes","Slovakia"
"Quercus frainetto Ten.","VU","yes","Slovakia"
"Radiola linoides Roth","CR","yes","Slovakia"
"Ranunculus altitatrensis Paclová et Murín","VU","yes","Slovakia"
"Ranunculus baudotii Godr. (syn. Batrachium baudotii (Godr.)F. W. Schultz)","VU","yes","Slovakia"
"Ranunculus carpaticus Herbich","EN","yes","Slovakia"
"Ranunculus lateriflorus DC.","VU","yes","Slovakia"
"Ranunculus lingua L.","VU","yes","Slovakia"
"Ranunculus millefoliatus Vahl","RE","yes","Slovakia"
"Ranunculus pedatus Waldst. et Kit.","CR","yes","Slovakia"
"Ranunculus pygmaeus Wahlenb.","EN","yes","Slovakia"
"Ranunculus reptans L.","CR","yes","Slovakia"
"Ranunculus rionii Lagger (syn. Batrachium rionii (Lagger)Nyman)","VU","yes","Slovakia"
"Reseda phyteuma L.","EN","yes","Slovakia"
"Rhamnus saxatilis Jacq. subsp. saxatilis","EN","yes","Slovakia"
"Rhinanthus borbasii (Dörfl.) Soó","CR","yes","Slovakia"
"Rhododendron tomentosum Harmaja (syn. Ledum palustre L.)","EN","yes","Slovakia"
"Rhynchospora alba (L.) Vahl","CR","yes","Slovakia"
"Rorippa pyrenaica (All.) Rchb.","VU","yes","Slovakia"
"Rosa arvensis Huds.","VU","yes","Slovakia"
"Rosa glauca Pourr.","EN","yes","Slovakia"
"Ruscus hypoglossum L.","EN","yes","Slovakia"
"Sagina apetala Ard. subsp. apetala","CR","yes","Slovakia"
"Sagina nodosa (L.) Fenzl","VU","yes","Slovakia"
"Sagina subulata (Sw.) C. Presl","EN","yes","Slovakia"
"Salix kitaibeliana Willd.","VU","yes","Slovakia"
"Salix myrtilloides L.","CR","yes","Slovakia"
"Salix starkeana Willd.","EN","yes","Slovakia"
"Samolus valerandi L.","RE","yes","Slovakia"
"Saxifraga cernua L.","VU","yes","Slovakia"
"Saxifraga mutata L.","VU","yes","Slovakia"
"Scandix pecten-veneris L. subsp. pecten-veneris","CR","yes","Slovakia"
"Scheuchzeria palustris L.","EN","yes","Slovakia"
"Schoenoplectus mucronatus (L.) Palla","RE","yes","Slovakia"
"Schoenoplectus supinus (L.) Palla","VU","yes","Slovakia"
"Schoenoplectus triqueter (L.) Palla","CR","yes","Slovakia"
"Schoenus ferrugineus L.","EN","yes","Slovakia"
"Schoenus nigricans L.","CR","yes","Slovakia"
"Scirpus radicans Schkuhr","EN","yes","Slovakia"
"Scleranthus perennis L. subsp. perennis","EN","yes","Slovakia"
"Scleranthus verticillatus Tausch","VU","yes","Slovakia"
"Scorzonera parviflora Jacq.","CR","yes","Slovakia"
"Scorzonera rosea Waldst. et Kit.","CR","yes","Slovakia"
"Scutellaria altissima L.","EN","yes","Slovakia"
"Sedum annuum L.","VU","yes","Slovakia"
"Sempervivum carpathicum subsp. heterophyllum (Hazsl.) Letz","VU","yes","Slovakia"
"Sempervivum matricum Letz (syn. S. marmoreum auct. nonGriseb.)","VU","yes","Slovakia"
"Senecio paludosus L. subsp. paludosus","CR","yes","Slovakia"
"Senecio paludosus subsp. angustifolius Holub","EN","yes","Slovakia"
"Senecio paludosus subsp. lanatus Holub","RE","yes","Slovakia"
"Senecio rupestris Waldst. et Kit.","RE","yes","Slovakia"
"Serratula lycopifolia (Vill.) A. Kern.","CR","yes","Slovakia"
"Seseli pallasii Besser","EN","yes","Slovakia"
"Sesleria sadleriana Janka","CR","yes","Slovakia"
"Sesleria uliginosa Opiz ex Bercht. et Seidl. (syn. S. caeruleaauct. non (L.) Ard.)","VU","yes","Slovakia"
"Sibbaldia procumbens L.","CR","yes","Slovakia"
"Silene borysthenica (Gruner) Walters","EN","yes","Slovakia"
"Silene bupleuroides L. subsp. bupleuroides","EN","yes","Slovakia"
"Silene cretica L.","RE","yes","Slovakia"
"Silene gallica L.","CR","yes","Slovakia"
"Silene multiflora (Ehrh.) Pers.","EN","yes","Slovakia"
"Silene nutans subsp. dubia (Herbich) Zapał.","CR","yes","Slovakia"
"Silene viscosa L.","EN","yes","Slovakia"
"Sisymbrium austriacum Jacq. subsp. austriacum","VU","yes","Slovakia"
"Soldanella pseudomontana F. K. Mey.","CR","yes","Slovakia"
"Sorbus amici-petri Mikoláš","EN","yes","Slovakia"
"Sorbus atrimontis Bernátová et Májovský","EN","yes","Slovakia"
"Sorbus caeruleomontana Bernátová et Májovský","CR","yes","Slovakia"
"Sorbus diversicolor Bernátová et Májovský","VU","yes","Slovakia"
"Sorbus dolomiticola Mikoláš","EN","yes","Slovakia"
"Sorbus graeca (Spach) Lodd. ex S. Schauer","CR","yes","Slovakia"
"Sorbus haljamovae Bernátová et Májovský","VU","yes","Slovakia"
"Sorbus hazslinszkyana (Soó) Májovský","VU","yes","Slovakia"
"Sorbus margittaiana (Jáv.) Kárpáti","VU","yes","Slovakia"
"Sorbus montisalpae Bernátová et Májovský","VU","yes","Slovakia"
"Sorbus pekarovae Májovský et Bernátová","EN","yes","Slovakia"
"Sorbus salatini Bernátová et Májovský","CR","yes","Slovakia"
"Sorbus scepusiensis Kovanda","CR","yes","Slovakia"
"Sorbus zuzanae Bernátová et Májovský","VU","yes","Slovakia"
"Sparganium angustifolium F. Michx.","EN","yes","Slovakia"
"Sparganium natans L.","EN","yes","Slovakia"
"Spergula maxima Weihe et Boenn. (syn. S. arvensis subsp.maxima (Weihe) O. Schwarz)","RE","yes","Slovakia"
"Spergula morisonii Boreau","VU","yes","Slovakia"
"Spergula pentandra L.","CR","yes","Slovakia"
"Spergularia media (L.) C. Presl","CR","yes","Slovakia"
"Spergularia salina J. Presl et C. Presl","EN","yes","Slovakia"
"Spiraea crenata L.","CR(PE)","yes","Slovakia"
"Spiranthes aestivalis (Poir.) Rich.","RE","yes","Slovakia"
"Spiranthes spiralis (L.) Chevall.","CR","yes","Slovakia"
"Stellaria longifolia Mühlenb. ex Willd.","EN","yes","Slovakia"
"Stellaria palustris Ehrh. ex Hoffm.","VU","yes","Slovakia"
"Sternbergia colchiciflora Waldst. et Kit.","CR","yes","Slovakia"
"Stipa borysthenica Klokov ex Prokudin subsp. borysthenica","EN","yes","Slovakia"
"Stipa crassiculmis subsp. euroanatolica Martinovský","CR","yes","Slovakia"
"Stipa eriocaulis Borbás","VU","yes","Slovakia"
"Stipa smirnovii Martinovský","RE","yes","Slovakia"
"Succisella inflexa (Kluk) Beck","EN","yes","Slovakia"
"Symphytum bohemicum F. W. Schmidt","VU","yes","Slovakia"
"Syrenia cana (Piller et Mitterp.) Neilr.","CR","yes","Slovakia"
"Taraxacum bessarabicum (Hornem.) Hand.-Mazz.","EN","yes","Slovakia"
"Taraxacum erythrocarpum Kirschner et Štěpánek","EN","yes","Slovakia"
"Taraxacum serotinum (Waldst. et Kit.) Fisch.","EN","yes","Slovakia"
"Teesdalia nudicaulis (L.) W. T. Aiton","VU","yes","Slovakia"
"Tephroseris longifolia subsp. moravica Holub (syn. Senecioovirensis auct. non W. D. J. Koch p. p.)","EN","yes","Slovakia"
"Tephroseris papposa (Rchb.) Schur subsp. papposa (syn.Senecio papposus (Rchb.) Less. subsp. papposus)","EN","yes","Slovakia"
"Thalictrum flavum L.","VU","yes","Slovakia"
"Thalictrum simplex subsp. galioides (DC.) Korsh.","VU","yes","Slovakia"
"Thesium dollineri Murb.","VU","yes","Slovakia"
"Thesium ebracteatum Hayne ex Schrader","RE","yes","Slovakia"
"Thesium pyrenaicum Pourr.","RE","yes","Slovakia"
"Thlaspi alliaceum L.","RE","yes","Slovakia"
"Thlaspi jankae A. Kern.","VU","yes","Slovakia"
"Thlaspi montanum L.","VU","yes","Slovakia"
"Thymus pulegioides subsp. carniolicus (Borbás) P. Schmidt(syn. Th. froelichianus Opiz)","CR","yes","Slovakia"
"Tillaea aquatica L.","CR","yes","Slovakia"
"Tofieldia pusilla (F. Michx.) Pers.","VU","yes","Slovakia"
"Tordylium maximum L.","VU","yes","Slovakia"
"Tragopogon floccosus Waldst. et Kit.","RE","yes","Slovakia"
"Trichophorum alpinum (L.) Pers.","EN","yes","Slovakia"
"Trichophorum cespitosum (L.) Hartm. subsp. cespitosum (syn.T. cespitosum subsp. austriacum (Palla) Hegi)","EN","yes","Slovakia"
"Trichophorum pumilum (Vahl) Schinz et Thell.","EN","yes","Slovakia"
"Trifolium angulatum Waldst. et Kit.","CR","yes","Slovakia"
"Trifolium diffusum Ehrh.","CR(PE)","yes","Slovakia"
"Trifolium retusum L.","CR","yes","Slovakia"
"Trifolium romanicum Brândză (syn. T. lupinaster auct. non L.)","CR(PE)","yes","Slovakia"
"Trifolium striatum L.","VU","yes","Slovakia"
"Trifolium strictum L.","CR","yes","Slovakia"
"Triglochin maritima L.","VU","yes","Slovakia"
"Trinia ucrainica Schischk.","EN","yes","Slovakia"
"Tripolium pannonicum (Jacq.) Dobrocz. (syn. Aster tripoliumsubsp. pannonicum (Jacq.) Soó","EN","yes","Slovakia"
"Turgenia latifolia (L.) Hoffm.","VU","yes","Slovakia"
"Typha minima Funck","RE","yes","Slovakia"
"Typha shuttleworthii W. D. J. Koch et Sond.","CR","yes","Slovakia"
"Urtica kioviensis Rogow.","EN","yes","Slovakia"
"Utricularia bremii Heer ex Kölliker","CR","yes","Slovakia"
"Utricularia intermedia Hayne","RE","yes","Slovakia"
"Utricularia minor L.","EN","yes","Slovakia"
"Vaccaria hispanica (Mill.) Rauschert subsp. hispanica (syn. V.h. subsp. grandiflora (Fisch. ex Ser.) Holub)","CR","yes","Slovakia"
"Vaccinium microcarpum (Turcz. ex Rupr.) Schmal. (syn.Oxycoccus microcarpus Turcz. ex Rupr.)","CR","yes","Slovakia"
"Vaccinium uliginosum L. subsp. uliginosum","VU","yes","Slovakia"
"Valerianella coronata (L.) DC.","EN","yes","Slovakia"
"Valerianella pumila (L.) DC.","CR(PE)","yes","Slovakia"
"Veratrum album L. subsp. album","VU","yes","Slovakia"
"Veronica acinifolia L.","RE","yes","Slovakia"
"Veronica agrestis L.","CR","yes","Slovakia"
"Veronica anagalloides Guss.","VU","yes","Slovakia"
"Veronica catenata Pennell","VU","yes","Slovakia"
"Veronica jacquinii Baumg.","CR","yes","Slovakia"
"Veronica opaca Fr.","CR(PE)","yes","Slovakia"
"Veronica scardica Griseb.","CR(PE)","yes","Slovakia"
"Veronica triloba (Opiz) Opiz","VU","yes","Slovakia"
"Veronica urticifolia Jacq.","VU","yes","Slovakia"
"Vicia sparsiflora Ten.","VU","yes","Slovakia"
"Vinca herbacea Waldst. et Kit.","VU","yes","Slovakia"
"Viola alpina Jacq.","VU","yes","Slovakia"
"Viola ambigua Waldst. et Kit.","EN","yes","Slovakia"
"Viola dacica Borbás","VU","yes","Slovakia"
"Viola elatior Fr.","EN","yes","Slovakia"
"Viola epipsila Ledeb.","CR","yes","Slovakia"
"Viola pumila Chaix","EN","yes","Slovakia"
"Viola stagnina Kit. ex Schult.","VU","yes","Slovakia"
"Viola tricolor subsp. curtisii (E. Forst.) Syme","EN","yes","Slovakia"
"Vitis sylvestris C. C. Gmel.","VU","yes","Slovakia"
"Vulpia bromoides (L.) Gray","RE","yes","Slovakia"
"Waldsteinia teppneri Májovský","CR","yes","Slovakia"
"Waldsteinia ternata subsp. magicii Májovský","EN","yes","Slovakia"
"Wolffia arrhiza (L.) Horkel ex Wimm.","VU","yes","Slovakia"
"Woodsia alpina (Bolton) Gray","VU","yes","Slovakia"
"Woodsia ilvensis (L.) R. Br.","VU","yes","Slovakia"
"Xeranthemum cylindraceum Sm. (syn. Xeroloma cylindracea(Sm.) Holub)","VU","yes","Slovakia"
"Adenophora liliifolia","E","yes","Slovenia"
"Adiantum capillus-veneris","V","yes","Slovenia"
"Adonis aestivalis","E","yes","Slovenia"
"Adonis flammea","E","yes","Slovenia"
"Agrimonia procera","V","yes","Slovenia"
